codigo_produto,descricao_produto,qtd_ocorrencias
009056,BARRAMENTOS PARA DISJUNTOR CAIXA MOLDADA TAMANHO D,1
007190,BASE DE MESA BISTRO VIDRO MADEIRA GRANITO QUADRADA,2
011425,"Base de Mesa de Jantar Cone Raiada Redonda Para Tampos de 0,80m até 1,10m - Bella Brasil Decor",1
009599,BASE INFERIOR TAMPA CARCAÇA DELL G15 5510 5511 5515 002D9J,1
008762,BASE MESA BOXBIT ZETA,6
004875,BASE MESA CONE AÇO CARBONO,1
000995,BASE MESA INGÁ EM AÇÕ PRETA,2
006028,BASE REDONDA PRETA BISTRÔ,3
009649,BASE SUPERIOR TECLADO LENOVO IDEAPAD 320 / 330 15,1
011912,BASE TECLADO DELL VOSTRO 3510 3511 3515 3520 3550,1
005851,BATEDOR E AMORTECEDOR DE PORTA ESCOVADO,4
001489,BATEDOR LIMITADOR P/ PORTA 25MM,9
008962,BATEDOR PORTA CHATO BR,2
006847,BATEDOR SUPERIOR ROLDANA AL DIREITO (BRANCO),2
004480,BATENTE DE TAURI 2100X1000MM,2
007124,BATENTE E TRAVA DA TAMPA TRASEIRA DA MALA KOMBI CARAT 2012,2
005497,BATERIA,4
011910,BATERIA 12V/9AH - VRLA,2
008118,BATERIA 9V ALCALINA,4
000055,BATERIA 9V ALCALINA - PANASONIC,1
011864,BATERIA BI1016 12 VOLTS Lithium-ion,1
010664,BATERIA COMPATIVEL PARA NOTEBOOK - WDXOR 42,1
009594,BATERIA DELL 8FCTC 56 WH ORIGINAL,1
008395,BATERIA DELL LATITUDE E6120 E6220 E6320 J79X4,1
007441,BATERIA DELL VOSTRO 3480 5568 WDX0R P75F,7
009261,BATERIA ELETRONICA LITIO LR44 1.5V,1
009087,BATERIA ENERGIZER 2032 3V LITHIUM 12X2,1
005771,BATERIA ESTACIONARIA,3
011338,BATERIA ESTACIONARIA 12V 60A,2
008165,BATERIA LITIO P/ PARAFUSADEIRA 12V PFVO12I PFV012 VONDER,5
003380,BATERIA P/ NOBREAK,1
012111,BATERIA PARA DELL INSPIRON 3480,1
011681,BATERIA PARA DELL LATITUDE 3480 P79G001 WDX0R 39WH,1
009094,BATERIA PARA DELL LATITUDE E6430 E6440 E6520 E6530 11.1V 48WH,1
007513,BATERIA PARA NOTEBOOK LENOVO IDEALPAD 320 330 S145 L16I2PB2,1
008396,BATERIA PILHA BIOS CMOS 3V CR2032 DELL LATITUDE E6430,1
003780,BATERIA SELADA 12V 7A,2
010206,"BATIDA DE PEDRA 3,6L - MAXI RUBBER",2
007524,BEXIGA,4
003772,BIANCO 18 KL,3
005649,BICARBONATO DE SODIO 1KG,16
012161,BICARBONATO DE SODIO 1KG PQ,14
012449,BICARBONATO DE SODIO 1KG PQ,1
008442,BICO PHILIPS 1&quot;,1
009948,BISCOITO APERITIVO 100G,1
009946,BISCOITO WAFER BRIGADEIRO PC 80G,1
001356,BITS GROSS PHILLIPS,4
008917,BITS PHILIPS 3 1/2,2
011758,BITS PONTA DUPLA PH2 1/4 110 MM JG 10 PC 0DH,1
007047,Bits Ponteira Dupla Philips Longa 110mm Imantado Ph2 Oferta,5
005188,BITUQUEIRA,13
001714,BITUQUEIRA PAPA BITUCA CINZEIRO COLETOR PISO 12 L,4
008444,"BLOCO CERAMICO VEDAÇÃO 11,5X14X24CM",1
012463,BLOCO CERÂMICO VEDAÇÃO 9X19X29CM,1
001552,BLOCO CIMENTO,3
007129,BLOCO FLIP CHART 56G 64X88 CM,1
004268,BLUKIT TUBO E LIGACAO AJUSTAVEL CROMADO PARA VASO,1
004241,BM-1329 SUPORTE CENTRO PTO ZAMAC,2
004726,BOBINA DE PAPELÃO ONDULADO,11
001137,BOBINA DE PONTO ELETRONICO,2
009520,BOBINA EMBALAGEM PAPEL KRAFT 80G 120CM X 150M,1
009317,BOBINA EMBALAGEM PAPEL SEMI KRAFT 80G 60CM X 150M,1
001097,BOBINA FILME STRETCH 50CM ALTURA TR,11
012248,"BOBINA PLASTICO BOLHA 1,30X100M",1
001098,"BOBINA PLASTICO BOLHA ROLO 1,3X90M",4
001427,"BOBINA PLASTICO BOLHA ROLO 1,3X90M",2
007339,BOBINA TERMICA 57X22M BR REGISPEL,4
005933,BOBINA TERMICA 57X22M JANDAIA,7
008609,BOIA PARA PURIFICADOR IBBL,4
007214,BOLA DE BASQUETE PENALTY OFICIAL,2
001710,BOLINHA DE TENIS DE MESA 2 ESTRELAS PISTA E CAMPO,1
009307,BOLINHAS DE GOLFE COR BRANCO - KIT 10 UNIDADES,1
009231,BOLINHAS DE PING PONG LARANJA PACOTE C/ 18 UNIDADES,1
009891,BOLSA DE CINTO PARA FERRAMENTAS 7 BOLSOS EM LONA,1
005635,BOLSA DE RAFIA 40X38X18 PRETA C/LOGO,2
005659,BOLSA DE RAFIA 40X38X18 PRETA C/LOGO,1
007323,BOLSA EM LONA PARA FERRAMENTAS COM 8 DIVISOES,1
009890,BOLSA PARA FERRAMENTASEM LONA 460MM COM 32 BOLSOS,1
008918,BOLSA PRETA EXCENTRICA 4 P/ BACIA ASTRA,4
007515,BOMBA COM SISTEMA DE AGUA POTAVEL 1GPM 3.8LPM 110-220V,2
010005,BOMBA ELÉTRICA ENCHER BALÕES INFLADOR FESTA BEXIGAS,1
007168,BOMBA ELÉTRICA PARA GALÃO DE ÁGUA RECARREGÁVEL,2
012034,BOMBA MANUAL P ÓLEO C TUBO TELESCÓPICO MOD. 7022-T-G2 BOZZA,1
009877,BOMBA MANUAL ROTATIVA PARA TAMBOR DE 200L,2
000128,BOMBA REMOCAO COND. MAXI ORANGE 35L/H 220V.,24
004317,BOMBA REMOÇAO COND. MAXI ORANGE 35L/H 220V.,18
006693,BOMBA REMOCAO COND. MINI ORANGE 12 L/H,4
001350,BOMBA REMOÇAO COND. MINI ORANGE 12 L/H,15
007359,BOMBA SUBMERSA 1100W PARA ÁGUA SUJA,2
009076,"BOMBA SUBMERSIVEL 300M 0,5CV 220V",1
011712,BOMBOM LACTA SONHO DE VALSA + OURO BRANCO,3
005610,BOMBOM OURO BRANCO 1KG LACTA,13
005651,BOMBOM SONHO DE VALSA 1KG LACTA,9
009963,BOMBOM SORTIDO CX 250G,1
007516,BONÉ AZUL GOWORKDAY,1
007519,BONE PRETO GOWORKDAY,1
010746,BORDA DE TAMPOS,1
001138,BORRACHA,1
006685,BORRACHA CUNHA PRETA 039,1
010200,BORRACHA LIQUIDATOR SOFT RODO LIMPA VIDROS MOERMAN 45CM,1
012278,BORRIFADOR SPRAY 500 ML,5
005201,BORRIGADOR / PULVERIZADOR,53
011849,BOTA TAMAHO 44,1
011843,BOTA TAMANHO 38,1
011844,BOTA TAMANHO 39,1
011845,BOTA TAMANHO 40,1
011846,BOTA TAMANHO 41,1
011847,BOTA TAMANHO 42,1
011848,BOTA TAMANHO 43,1
011850,BOTA TAMANHO 45,1
004248,BOTÃO  ELEVADOR,1
001357,BOTAO ACIONADOR ASTRA P/CX DESC ACOPLADA,3
012473,Botão Com Acionador Superior Mecanismo De Saída Basic,1
007461,BOTÃO DUPLO ACIONAMENTO PARA CAIXA ACOPLADA,3
003046,BOTÃO PARA ELEVADOR,1
008651,BOTÃO PARA POLTRONA MOLLY,2
007123,BOTÃO TAMPA TRASEIRO C CHAVE JH KOMBI 1997 A 2014,1
010595,BOTIJÃO DE GÁS 45 KILOS,1
004558,BOTINA BICO DE AÇO N36,1
000183,BOTINA BICO DE AÇO N38,1
000184,BOTINA BICO DE AÇO N39,2
000185,BOTINA BICO DE AÇO N40,2
000186,BOTINA BICO DE AÇO N41,3
000187,BOTINA BICO DE AÇO N42,2
000188,BOTINA BICO DE AÇO N43,2
000190,BOTINA BICO DE AÇO N45,1
000196,BOTINA BICO DE PVC N38,2
000197,BOTINA BICO DE PVC N39,2
000198,BOTINA BICO DE PVC N40,2
000199,BOTINA BICO DE PVC N41,1
000200,BOTINA BICO DE PVC N42,1
004283,BOTINA MARLUVAS NOBUCK BICO PVC,41
009768,BOTINA SEGURANCA CAFE CADARCO C NUBUCK C.A 13.808 (MARLUVA),3
001415,BOTOEIRA NO TOUCH,9
008979,BOX RETO CONICO CONDULETE 3/4,1
007367,BRAS TERMOSTATO IMIT C/ CAPIL 1 MT 0/40 GRAUS,1
000136,BRASFORT-CADEADO P/ BICICLETA C/ SEGREDO 10MM X 1M,1
005915,BRILHA INOX 400ML SCOTCH BRITE 3M,3
005948,BRILHA INOX 400ML SCOTCH BRITE 3M,4
004035,BROCA ACO RAPIDO 5.00MM,1
005822,BROCA ESCALONADA P/ CHAPAS 9 A 36 MM,6
000335,BROCA MAKITA SDS-PLUS 05 X 110MM,1
000336,BROCA MAKITA SDS-PLUS 10X160MM,1
008338,BROCA PARA CONCRETO 10MM X 21CM SDS PLUS,3
004377,BROCA PARA MADEIRA,1
009240,BROCA SDS PLUS 12 X 210MM,1
009243,BROCA SDS PLUS 14 X 260MM,1
004432,BROCA SDS TWISTER - 6 X110MM,3
011298,BROCA SDS-PLUS - 8 X 160 MM,1
004334,"BROCANTE 4,2X19MM CAB. FLANGEADA",1
009589,"BROCANTE 4,2X19MM CAB. FLANGEADA PHILIPS ZI (I)",3
003963,BROXA RETANGULAR,1
006886,BUCHA ALVENARIA S-8,13
004431,BUCHA COM ANEL 6MM,31
000308,BUCHA DE PAREDE 10MM,1
000310,BUCHA DE PAREDE 6MM,5
000311,BUCHA DE PAREDE 8MM,6
012491,BUCHA DE REDUÇÃO CURTA PVC MARROM SOLDÁVEL 1X3/4&quot; 32X25MM,1
004955,BUCHA DE REDUÇÃO LATÃO,1
012492,BUCHA DE REDUÇÃO PVC COM ROSCA 1X3/4&quot;,1
009547,Bucha Fly N2 - 1 PC,2
007182,BUCHA GESSO DRYWALL C/ PARAFUSO 1/4,8
004992,BUCHA NO EIXO,1
004403,BUCHA NYLON,3
003485,BUCHA PLÁSTICA,2
012042,BUCHA PLASTICA S8 PARA TIJOLO OCO COM PARAFUSO,1
008377,BUCHA REDUÇÃO LONGA SOLDÁVEL 1.1/2&quot; 50MM X 1&quot; 32MM,2
011289,BUFFET 3 PORTAS FLOW (PRETO),3
009323,BUFFET 3 PORTAS ROUXE,2
011441,Buffet 3 Portas Rouxe Montana,1
012032,Buffet Aparador 4 Portas com Gaveta Lux com Led Naturalle,2
009357,BUFFET APARADOR ABSOLUT 2 PORTAS PRETO/NATURE SAPATEIRA,1
010218,Buffet Aparador Cantinho Do Cafe Com 2 Portas Para Sala,1
012222,BUFFET APARADOR INDUSTRIAL 2 PORTAS MADRI MONTANA,1
011655,BUFFET APARADOR INDUSTRIAL 2 PORTAS MADRI PRETO,3
012090,BUFFET APARADOR MODERNO PRATELEIRAS COURO PÉS AÇO MULTIUSO,1
010650,BUFFET BALCÃO YORK 2 PT HANOVER,1
010622,BUFFET BALCÃO YORK 2 PT HANOVER E PRETO,4
011432,BUFFET BALCAO YORK 2 PT VERMONT E PRETO,1
009798,BUFFET CLASSIC 3 PT OFF WHITE E FREIJÓ,2
010010,BUFFET CLASSIC 4 PT PRETO,2
009667,BUFFET CLASSIC IMCAL APARADOR PRETO FOSCO 4 PORTAS,1
009370,BUFFET FLOW 3 PORTAS COR PRETO,2
011838,BUFFET PARA SALA DE JANTAR LAQUEADO 100% MDF 2 PORTAS WT,1
007426,"BULE DE CAFÉ EM ALUMÍNIO GRANDE 4,5L",2
007125,BUZINA CARACOL ELÉTRICA 2 TERMINAIS SOM ALTO ORIGINAL,1
001254,C1/2AT COTOVELO PVC AZUL LR AMA 25X3/4,4
012400,CA GRELHA RETORNO FILTRO RHN C/RGA 225 X 165,1
006873,CA GRELHA RETORNO FILTRO RHN S/REG 225X165,2
010060,CABO 25MM,2
012031,Cabo Adaptador Hdmi Para Vga Para Tv Pc Xbox360 Notebook Pc Ps3 Ps4 Projetor Adaptador Vídeo para Notebook TV Monitor pl,1
007064,"CABO ALUM ROSCA 1,40 CE140 AZ BRALIMPIA",12
012444,"CABO ALUM ROSCA 1,40 CE140M VM BRALIMPIA",1
012448,"CABO ALUM ROSCA 1,40 CE140M VM BRALIMPIA",1
005946,CABO ALUMINIO 80CM MANOPLA AZUL,6
012445,CABO ALUMINIO 80CM MANOPLA AZUL BRALIMPIA,1
001239,"CABO BLINDADO 300V 2 X 18 AWG PT 1P 0,75",3
004375,"CABO BLINDADO 300V 2 X 20 AWG PT 1P 1,00MM",24
004759,"CABO BLINDADO 300V 3 X 20 AWG PT 1,00MM",5
008397,CABO COAXIAL RG59 75 OHM 95% MALHA ANTENA/TV,1
007391,"CABO COBRE NU 35,0 MM",3
004851,CABO DE AÇO,5
008520,"CABO DE AÇO 1,5MM COM REVESTIMENTO",2
000312,CABO DE AÇO 1/8 ALVANIZADO PVC CRISTAL 1770 N/MM²,3
007199,CABO DE AÇO 2MM 6X7 (5/64),1
009678,CABO DE AÇO DE 1/4&quot; ZINCADO 100M,1
003426,CABO DE ALUMINIO,1
003740,CABO DE FORCA ENERGIA,2
003570,CABO DE MADEIRA,1
000358,CABO DE REDE CAT5E 1000M BOBINA,1
000359,CABO DE REDE CAT5E PRETO 305M,36
006939,CABO DE REDE CAT5E SOHO PLUS 305M PRETO FURUKAWA,1
004903,CABO DE REDE CAT6,10
003794,CABO DE REDE CAT6 BLINDADO,3
000052,CABO DE REDE CAT6 CX 305M VM - MEGATRON*,2
000360,CABO DE REDE CAT6 VERMELHO 305M,3
012132,CABO ENGATE RÁPIDO P/ BATERIA EXTERNA 24V,1
009426,"CABO FIO PARALELO 1,00MM",1
008742,CABO FLEX 35MM PRETO COM 6 M REDECARGA,1
004700,CABO FLEX 6MM 750V - PT,7
009123,CABO FLEX 70MM PRETO,2
008740,CABO FLEX 70MM PRETO COM 25 M,1
006679,"CABO FLEX 750V 10,00MM VD",4
006579,"CABO FLEX 750V 16,00MM PRETO",8
001303,"CABO FLEX 750V 16,00MM VD",3
003571,"CABO FLEX 750V 2,50MM",2
009790,"CABO FLEX 750V 25,00MM PT 70G CL5 NM247-3",1
001304,"CABO FLEX 750V 4,00 MM VD",4
004502,"CABO FLEX HEPR ATOX 1 X 70MM2 - 0,6/1KV - AZ CL",2
008175,CABO FLEXIEL HEPR 95MM PRETO 1KV,1
004064,CABO FLEXIVEL,18
000220,"CABO FLEXIVEL 1,5MM AMARELO",17
000221,"CABO FLEXIVEL 1,5MM VERDE",21
003583,CABO FLEXIVEL 10MM,10
008392,CABO FLEXIVEL 16MM,5
008666,CABO FLEXIVEL 185MM² 1 KV HEPR PRETO,1
000222,"CABO FLEXIVEL 2,5MM AMARELO",2
000223,"CABO FLEXIVEL 2,5MM AZUL",29
000224,"CABO FLEXIVEL 2,5MM PRETO",32
000225,"CABO FLEXIVEL 2,5MM VERDE",7
001227,"CABO FLEXIVEL 2,5MM VERMELHO",7
000226,"CABO FLEXÍVEL 4,0MM PRETO",4
008067,"CABO FLEXIVEL 750V 4,00 MM AZUL",2
006369,"CABO FLEXIVEL 750V 4,00 MM PRETO",5
008667,CABO FLEXIVEL HEPR 150MM PRETO 1KV - SIL,1
008668,"CABO FLEXIVEL HEPR 1KV 25,0MM² VERDE CORFIO/COBRECOM/SIL",1
003898,CABO FLEXÍVEL PRETO 25 MM,2
008982,CABO FLEXIVEL PRETO 35 MM,2
008983,CABO FLEXIVEL PRETO 50 MM,1
011759,"CABO HDMI 1.4 MD9, 1.5 METROS",1
008161,CABO HDMI 10 METROS,2
001671,CABO HDMI 15M 1.4V 3D FULL HD 24K BLINDADO - 15 METROS,8
012438,CABO HDMI 2 METROS 2.0 4K PR SC,1
001416,CABO HDMI 2.0 2M,13
010394,"CABO HDMI INTELBRAS 1,5M",1
012434,CABO MADEIRA PLASTIF 60CM C/ROSCA DSR,1
008730,CABO P/ ROLO 23CM,2
008687,CABO P/ ROLO 23CM GAIOLA CONDOR 909,2
008515,CABO P10 PARA INSTRUMENTO 3M,1
005137,CABO PARA MULTIMETRO E AMPERIMETRO PONTA DE PROVA,1
011433,Cabo Poly Usb Otico Ativo Usb 3.1 10m 875h1aa,1
003877,"CABO PP 2X 1,50MM",8
003288,"CABO PP 2X 2,50MM",2
003566,"CABO PP 3X1,5MM",5
000227,"CABO PP 3X2,5 MM PRETO",3
007297,"CABO PP 3X6,00MM² 0,6/1KV A METRO",2
001339,"CABO PP 4 X 1,5MM",21
012551,"CABO PP 4 X 1,5MM (METRO)",1
008419,"CABO PP 4X2,5MM PRETO",1
001248,"CABO PP 5 X 1,5MM",1
006200,"CABO PP 5 X 1,5MM (METRO)",6
012174,"CABO PP MT SIL 3 X  2,50MM 500V PTO",1
010365,CABO REFORÇADO USB TIPO-C TRANSFERÊNCIA DADOS 5GBPS 5 METROS,1
008660,CACAMBA P/ MASSA,2
008688,CACAMBA P/ PINTURA 10LTS,5
004404,CACAMBA PARA PINTURA 11L,8
001475,CADASTRADOR LEITOR USB DE MESA PARA RFID 125 KHZ,7
008662,CADEADO 25MM PAPAIZ,2
008614,CADEADO 30MM PAPAIZ,5
003655,CADEADO DE LATAO,12
003394,CADEIRA ACAPULCO PALHA,1
011865,CADEIRA CHARLA 1112 CINZA B. MADEIRA,1
005987,CADEIRA DE MADEIRA,1
008772,CADEIRA DROPS RIVATTI - BEGE,6
009002,CADEIRA DROPS RIVATTI - PRETA,1
005615,Cadeira Espreguiçadeira Dobrável Aço Jardim Praia Piscina,4
001621,CADEIRA ESPREGUICADEIRA DOBRAVEL MADEIRA 3 REGULAGENS LAZER,2
008932,CADEIRA LEDA FENDI,1
004380,CADEIRA LEDA NUDE COD. 36504712,4
008702,CADEIRA LIS TECIDO LINHO RIVATTI - CINZA,3
010153,CADEIRA MARCELA PRETA,1
008798,CADEIRA SOFIA TRAMONTINA PRETA ENCONSTO HORIZONTAL,2
011807,CADEIRA TANIA BASE METAL COR METAL CINZA CLARO,1
008747,CADEIRA TANIA BASE PRETA - MARROM,2
010658,CADEIRA TANIA LINHO GRAFITE BASE PRETA,6
001005,CADEIRA TÂNIA MARROM VINTAGE BASE CLARA,3
001006,CADEIRA TOLIX PRETA,1
011160,CADEIRA TRAMONTINA ALICE SATINADA EM POLIPROPILENO PRETA,4
010007,CADEIRA TRAMONTINA ISABELLE EM POLIPROPILENO E FIBRA DE VIDRO PRETO,1
011834,Cadeira Tramontina Safira Camurça em Polipropileno e Fibra de Vidro,2
011451,Cadeira Tramontina Safira em Polipropileno e Fibra de Vidro Preto,1
011799,CADEIRA V1002 CINZA COM BASE PRETA,1
010895,CADEIRA ZOE PRETA EM POLIPROPILENO RESISTENTE MODERNA MOBÍLIA,2
000249,CADERNO GOWORK PRETO,5
001657,CADERNO MOLESKINI GOWORK,4
011736,CAFE DO CENTRO MOIDO A VACUO 500 GRS,1
006857,CAFE EM PO FORT 3 CORAÇÕES 500G,42
005489,CAFE SEGAFREDO ZANETTI-INTERMEZZO ALTO VACUO 500 GR MOIDO,7
009615,CAFETEIRA ESPRESSO LOV VERMELHA AUTOMATICA 127V - TRES CORACOES,2
011679,CAGE GAIOLA ESTABILIZADORA METAL CELULAR ANDROID E PHONE L,1
011979,"CAIBRO CAMBARA 5X7 CM C/ 4,00M",1
001354,CAIXA ACOPLADA P/ VASO SANITARIO,3
004650,CAIXA CAMPANHA DO AGASALHO,2
008978,CAIXA CONDULETE MULT 3/4 X S/ TAMPA,10
004516,CAIXA DE ÁGUA 500L POLIETILENO TAMPA ROSCA BEGE - GRUPO FORT,2
008400,CAIXA DE BOMBOM 250G,1
010891,CAIXA DE BOMBOM LACTA,2
004856,CAIXA DE EMBUTIR - TIPO 2 MODELO PEQUENO - SAS METALURGICA,1
005593,CAIXA DE GORDURA QUADRADA C/ CESTO 250X180X75X50MM,1
000914,CAIXA DE LUZ RETANGULAR 4X2,7
009519,Caixa De Montagem 60x60x20 Painel Elétrico/ Quadro Comando,1
012286,CAIXA DE PAPELÃO REFORÇADA ONDA DUPLA 50X60X90,1
009822,CAIXA DE PASSAGEM 1 SAIDA INFER.OU LAT.DIR.OU ESQ.,1
000858,CAIXA DE PASSAGEM 20X20 C/ FURO,3
005202,CAIXA DE PASSAGEM SOB 30X30 CHAPA,1
006240,CAIXA DE PRESENTE PERSONALIZADO MDF 25X20X10,1
006157,CAIXA DE SOM ATIVA 2 FALANTES 8 POLEGADAS COM BUETOOTH BIVOLT,1
003600,CAIXA DE TOMADA 165 X 115,2
012579,Caixa de tomada média 210L x 130P fabricada em aço,1
001007,CAIXA ELETRICA DE MESA OFFICE BRANCO,2
001008,CAIXA ELETRICA DE MESA OFFICE PRETO,5
007543,Caixa Ferramentas Bau 24 C/ Rodinhas Irwin,6
007460,CAIXA GOWORK 4T + 2RJ (MODELO ESPECIAL),1
007263,CAIXA INSPEÇÃO ATERRAMENTO CÔNICA COM TAMPA PVC 230X200X180MM,2
004255,CAIXA LUZ 4X2 DRYWALL,4
009050,CAIXA MONTAGEM 1000X600X250 PAINEL ELETRICO QUADRO CROMADO,2
005618,CAIXA ORGANIZADORA 17 DIVISORIAS,3
007204,CAIXA ORGANIZADORA BAIXA RATTAN - CESTO GRANDE,12
001401,CAIXA PAPELÃO,1
005509,CAIXA PARA FERRAMENTA COM RODAS VONDER CRV0500,1
003654,CAIXA PARA FERRAMENTAS,15
006851,CAIXA PARAFUSOS GAVETEIRO ORGANIZAR PRATELEIRA Nº 3,2
008774,CAIXA PISO ELEVADO CONTRAPISO SUSPENSO TOMADA REDE EMBUTI,2
008544,CAIXA PLASTICA P/ MASSA,1
011071,CAIXA PLENUM AK6 3 COL06,1
012499,CAIXA PLENUM TAM 3 P/ DIFUSOR REDONDO S/ COLARINHO  (250X250 ),1
012302,CAIXA PLENUM TAM. 1 GALV. 20X20CM (8&apos;&apos;) C/ CAVALETE E PARAFU SO,1
012301,CAIXA PLENUM TAM. 2 GALV. 26X26CM (10&apos;&apos;) C/ CAVALETE E PARAF USO,1
007471,CAIXA PLENUM TAM. 2 GALV. 26X26CM (10&quot;),1
011787,CAIXA PLENUM TAM. 3 GALV. 31X31CM (12&apos;&apos;) C/ CAVALETE E PARAF  USO,3
007491,CAIXA PLENUM TAM. 3 GALV. 31X31CM (12&quot;),2
008854,CAIXA PROTETORA PARA TERMOSTATO EM ACRILICO,4
008964,CAIXA SIST-X 20X10,1
005123,CAIXA SOBREPOR,1
009964,CAIXA TERMICA 34 LT,1
007298,CAIXA TERMICA GRANDE COM ALÇA 75L PRETO,1
003677,CAIXINHA DE EMBUTIR,1
011004,CAIXINHA DE LUZ ELETRICA DRYWALL PVC 4X4,1
005971,CALÇA JEANS OBRA,25
012028,Calca Masculino De Servico Para Trabalho Resistente Promocao,1
006441,CALÇO DE NYLON 5MM DE ALTURA COM 15MM DE LARGURA,5
003398,"CAMERA ANALOGICA DOME 1MP 2,8MM IR 20M DS2CE56COT-IRPF",9
007545,Camera De Hikvision  Com Resolucao De 1Mp Visao Noturna domi,1
012460,CAMERA DE SEGURANÇA ANKER EUFY S340 EXTERNA SOLAR DUAL 3K (5MP+3MP) ZOOM 8X 360&quot; WI-FI,1
012459,CAMERA DE SEGURANÇA EUFY S220 2K(3MP) WIFI SOLAR SEM FIO,1
006813,CAMERA DE SEGURANÇA HIKVISION 2.8MM TURBO HD 1MP,3
008055,CAMERA DOME HILOOK 2MP IP66 HL1003 COLORVU,1
009730,"CAMERA DOME IP DS-2CD1321G0-I POE 1080P 2MP 2,8MM HIKVISION",2
003584,CAMERA DOME THC,1
007387,CAMERA HIKVISION THC-T110C 2.8MM HILOOK 1M C/ VISÃO NOTURNA,1
005139,CAMERA IP BULLET HIKVISION,10
010492,"CAMERA IP DOME 2 MEGAPIXEL 1080P - 2,8MM - DS-2CD1323G0E-I",1
011837,Camera Segurança Externa Wifi Lente Dupla Rastreamento A28b Branco,2
008080,CAMERA TERMICA TEMPERATURA UNI-T UTI120S,1
012295,CÂMERA TERMOGRÁFICA 4800 PIXELS PARA DISPOSITIVOS INTELIGENTES IOS E ANDROID FLIR ONE EDGE,1
008869,CAMISETA CINZA CHUMBO (SEM LOGO),4
008876,CAMISETA EXG,1
000904,CAMISETA FEMININA ( G ) UNIFORME GOWORK,1
000906,CAMISETA FEMININA ( M ) UNIFORME GOWORK,1
006355,CAMISETA FEMININA ( XG ) UNIFORME GOWORK,1
008801,CAMISETA FEMININA (EG BABY LOOK) UNIFORME GOWORK,1
008800,CAMISETA FEMININA (G BABY LOOK) UNIFORME GOWORK,2
008799,CAMISETA FEMININA (GG BABY LOOK) UNIFORME GOWORKG,1
007407,CAMISETA FEMININA (M BABY LOOK ) UNIFORME GOWORK,3
011197,CAMISETA FEMINITA (EGG BABY LOOK) UNIFORME GOWORK,1
011196,CAMISETA FEMINITA (P BABY LOOK)  UNIFORME GOWORK,1
008712,CAMISETA G,2
008713,CAMISETA GG,2
007406,CAMISETA GO WORK DAY EG,3
003388,CAMISETA GO WORK DAY G,5
003389,CAMISETA GO WORK DAY GG,4
003387,CAMISETA GO WORK DAY M,5
003386,CAMISETA GO WORK DAY P,3
003392,CAMISETA GO WORK DAY XG,2
008711,CAMISETA M,2
011194,CAMISETA MASCULINA ( EEG ) UNIFORME GOWORK,1
006353,CAMISETA MASCULINA ( EG ) UNIFORME GOWORK,4
000908,CAMISETA MASCULINA ( G ) UNIFORME GOWORK,6
000909,CAMISETA MASCULINA ( GG ) UNIFORME GOWORK,6
000910,CAMISETA MASCULINA ( M ) UNIFORME GOWORK,6
000911,CAMISETA MASCULINA ( P ) UNIFORME GOWORK,3
005827,CANALETA DE PISO 75X17MM 2M,1
006012,CANALETA DE PVC,8
004045,CANALETA F530 3000,2
005220,CANALETA LISA 20X10MM 2MT,9
003515,CANALETA LISA 20X20MM 2MTS,13
001561,CANALETA LISA 22X22MM 2MT (BXA) CZ,7
001737,CANALETA LISA 30X30MM 2MT,3
001739,CANALETA LISA 50X20MM 2MT,10
001306,CANALETA LISA 50X50MM 2MT,32
012285,CANALETA P/ PISO CHÃO CABOS FIOS 2 DIVISÓRIAS 50X15 CINZA 2M,1
008767,CANALETA PARA FITA LED COR PRETA,2
008703,CANALETA PARA FITA LED SLIM SOBREPOR BRANCO 2 METROS REFORMA,5
003789,CANALETA PERFURADA,11
010972,CANALETA PVC LISA 30X80MM,2
000064,CANALETA REC ABERTO  22X 22MM 2MT (BXA) CZ 105070     DUTOPLAST,1
008985,CANALETA RECORTE FECHADO 110X126MM 2 METROS CINZA,1
008963,CANALETA SIST-X 20X10 ADES BR,3
012423,CANALETA SIST-X 50X20MM PRETO 2 MT COM DIVISORIA E ADESIVO,1
000054,"CANALETA X  20LX10A 2,00MTS C DIVISORIA S ADESIVO - PERLEX",1
012404,CANALETAS GUARNIÇÃO SPLIT PVC CB-30 3CM ALT. X 5CM LARG. 100 CM COMP. BRANCA,1
000250,CANECA GOWORK,23
007242,CANECA PERSONALIZADA,24
000018,CANECA TRADICIONAL,1
000948,CANETA ESFERIOGRAFICA AZUL,1
001274,CANETA ESFERIOGRAFICA AZUL,12
001275,CANETA ESFERIOGRAFICA PRETA,1
008956,CANIVETE PONTA LARGA CAMPING MEGAGIFT,1
010180,CANO 50MM DE ESGOTO,2
004178,CANO COBRE MALEAVEL 1/2 ESPECIAL AC,28
001244,CANO COBRE MALEAVEL 1/4 ESPECIAL AC.,50
006903,CANO COBRE MALEAVEL 3/4 ESPECIAL AC.,6
001245,CANO COBRE MALEAVEL 3/8 ESPECIAL AC,68
003996,CANO COBRE MALEAVEL 5/8 ESPECIAL AC,39
009491,CANO COBRE RIGIDO 1 1/2&quot; ESPECIAL AC 1/32,2
009492,CANO COBRE RIGIDO 1 1/4&quot; ESPECIAL AC 1/32,1
008329,CANO COBRE RIGIDO 1 1/8&quot; ESPECIAL AC.1/32,14
009490,CANO COBRE RIGIDO 1 3/4&quot; ESPECIAL AC 1/16,1
